,CASENUM,VEH_NO,MDRDSTRDNAME
96185,201902271810,1,Reported as Unknown if Distracted
96186,201902271810,2,Reported as Unknown if Distracted
96187,201902271855,1,Not Reported
96188,201902271855,2,Not Reported
96189,201902271866,1,Not Reported
96190,201902271866,2,Not Reported
96191,201902271887,1,Not Reported
96192,201902271892,1,Not Reported
96193,201902271900,1,Not Reported
96194,201902271904,1,Not Reported
96195,201902271916,1,Not Reported
96196,201902271916,2,Not Reported
96197,201902271916,3,Not Reported
96198,201902271917,1,Not Reported
96199,201902271917,2,Not Reported
96200,201902271941,1,Not Reported
96201,201902271941,2,Not Reported
96202,201902271946,1,Not Reported
96203,201902271946,2,Distraction/Inattention
96204,201902271963,1,Not Reported
96205,201902271968,1,Not Reported
96206,201902271968,2,Not Reported
96207,201902272016,1,Not Reported
96208,201902272018,1,Not Reported
96209,201902272018,2,Not Reported
96210,201902272095,1,Not Reported
96211,201902272095,2,Not Reported
96212,201902272096,1,Not Reported
96213,201902272096,2,Not Reported
96214,201902272114,1,Not Reported
96215,201902272114,2,Not Reported
96216,201902272141,1,Not Reported
96217,201902272167,1,Not Reported
96218,201902272167,2,Distraction/Inattention
96219,201902272173,1,Not Reported
96220,201902272173,2,Distraction/Inattention
96221,201902272180,1,Not Reported
96222,201902272180,2,Not Reported
96223,201902272180,3,Not Reported
96224,201902272199,1,Not Reported
96225,201902272204,1,Not Reported
96226,201902272204,2,Not Reported
96227,201902272288,1,Not Reported
96228,201902272288,2,Not Reported
96229,201902272356,1,Not Reported
96230,201902272356,2,Not Reported
96231,201902272356,3,Not Reported
96232,201902272360,1,Not Reported
96233,201902272360,2,Not Reported
96234,201902272372,1,Not Reported
96235,201902272372,2,Distraction/Inattention
96236,201902272398,1,Not Reported
96237,201902272398,2,Not Reported
96238,201902272401,1,Not Reported
96239,201902272401,2,Not Reported
96240,201902272402,1,Not Reported
96241,201902272410,1,Not Reported
96242,201902272410,2,Not Reported
96243,201902272432,1,Not Distracted
96244,201902272438,1,Not Reported
96245,201902272438,2,Not Reported
96246,201902272447,1,Not Reported
96247,201902272447,2,Not Reported
96248,201902272454,1,Not Reported
96249,201902272541,1,Not Reported
96250,201902272543,1,Not Reported
96251,201902272543,2,Not Reported
96252,201902272543,3,Not Reported
96253,201902272565,1,Not Reported
96254,201902272565,2,Not Reported
96255,201902272567,1,Not Reported
96256,201902272567,2,Not Reported
96257,201902272650,1,Not Reported
96258,201902272651,1,Not Reported
96259,201902272662,1,Not Reported
96260,201902272662,2,Not Reported
96261,201902272677,1,Not Reported
96262,201902272677,2,Not Reported
96263,201902272684,3,Distraction/Inattention
96264,201902272692,1,Not Reported
96265,201902272692,2,Not Reported
96266,201902272705,1,Not Reported
96267,201902272714,1,Not Reported
96268,201902272721,1,Not Reported
96269,201902272721,2,Distraction/Inattention
96270,201902272754,1,Not Reported
96271,201902272755,1,Not Reported
96272,201902272755,2,Not Reported
96273,201902272766,1,No Driver Present/Unknown if Driver present
96274,201902272769,1,Not Reported
96275,201902272769,2,Not Reported
96276,201902272772,1,Not Reported
96277,201902272837,1,Not Distracted
96278,201902272850,1,Not Distracted
96279,201902272850,2,Not Distracted
96280,201902272852,1,Not Distracted
96281,201902272854,1,Not Distracted
96282,201902272854,2,Not Distracted
96283,201902272872,1,Not Reported
96284,201902272872,2,Not Reported
96285,201902272875,1,Not Reported
96286,201902272875,2,Not Reported
96287,201902272887,1,Not Reported
96288,201902272895,1,Not Reported
96289,201902272895,2,Not Reported
96290,201902272901,1,Distraction/Inattention
96291,201902272901,2,Not Reported
96292,201902272917,1,Not Reported
96293,201902272917,2,Reported as Unknown if Distracted
96294,201902272919,1,Distraction/Inattention
96295,201902272919,2,Not Reported
96296,201902272919,3,Not Reported
96297,201902272927,1,By Other Occupant(s)
96298,201902272927,1,"Distracted by Outside Person, Object or Event"
96299,201902272927,2,Not Reported
96300,201902272959,1,Distraction/Inattention
96301,201902272974,1,Not Reported
96302,201902272974,2,Not Reported
96303,201902272986,1,Not Reported
96304,201902272988,1,Not Reported
96305,201902272988,2,Not Reported
96306,201902273011,1,Not Reported
96307,201902273015,1,Not Reported
96308,201902273025,1,Distraction/Inattention
96309,201902273037,1,Not Reported
96310,201902273037,2,Not Reported
96311,201902273041,1,Not Reported
96312,201902273041,2,Not Reported
96313,201902273118,1,Distraction/Inattention
96314,201902273145,1,Not Reported
96315,201902273145,2,Not Reported
96316,201902273157,1,Not Reported
96317,201902273200,1,Not Reported
96318,201902275208,1,Not Reported
96319,201902275251,1,Distraction/Inattention
96320,201902275251,2,Not Reported
96321,201902275282,1,Not Reported
96322,201902275282,2,Not Reported
96323,201902275316,1,Not Reported
96324,201902275360,1,Not Reported
96325,201902275360,2,Not Reported
96326,201902275385,1,Not Reported
96327,201902275385,2,Not Reported
96328,201902275411,1,Not Reported
96329,201902275411,2,Not Reported
96330,201902275415,1,Not Reported
96331,201902275415,2,Not Reported
96332,201902275420,1,Not Reported
96333,201902275466,1,Distraction/Inattention
96334,201902275466,2,Not Reported
96335,201902275473,1,Not Reported
96336,201902275473,2,Not Reported
96337,201902275474,1,Not Reported
96338,201902275474,2,Not Reported
96339,201902275479,1,Not Reported
96340,201902275479,2,Not Reported
96341,201902275480,1,Not Reported
96342,201902275480,2,Distraction/Inattention
96343,201902275484,1,Not Reported
96344,201902275484,2,Not Reported
96345,201902275491,1,Not Reported
96346,201902275502,1,Not Reported
96347,201902275502,2,Not Reported
96348,201902275509,1,Not Reported
96349,201902275529,1,Not Distracted
96350,201902275529,2,Not Reported
96351,201902275604,1,Not Reported
96352,201902275604,2,Not Reported
96353,201902275624,1,Distraction/Inattention
96354,201902275624,2,Not Reported
96355,201902275624,3,Not Reported
96356,201902275630,1,Distraction/Inattention
96357,201902275633,1,Not Reported
96358,201902275633,2,Not Reported
96359,201902275644,1,Distraction/Inattention
96360,201902275644,2,Distraction/Inattention
96361,201902275666,1,Not Reported
96362,201902275666,2,Distraction/Inattention
96363,201902275891,1,Not Reported
96364,201902275891,2,Not Reported
96365,201902275898,1,Reported as Unknown if Distracted
96366,201902275898,2,Reported as Unknown if Distracted
96367,201902275904,1,Not Reported
96368,201902275904,2,Not Reported
96369,201902275930,1,Not Reported
96370,201902275930,2,Not Reported
96371,201902275948,2,"Distracted by Outside Person, Object or Event"
96372,201902275961,1,Not Reported
96373,201902275961,2,Not Reported
96374,201902275961,3,Not Reported
96375,201902275988,1,Not Reported
96376,201902275990,1,Not Reported
96377,201902275990,2,Not Reported
96378,201902275994,2,Not Reported
96379,201902276023,1,Not Reported
96380,201902276037,1,Not Reported
96381,201902276037,2,Not Reported
96382,201902276050,1,Not Reported
96383,201902276050,2,Not Distracted
96384,201902276053,1,Not Reported
96385,201902276053,2,Not Reported
96386,201902276073,1,Not Reported
96387,201902276073,2,Not Reported
96388,201902276163,1,Not Reported
96389,201902276193,1,Distraction/Inattention
96390,201902276193,2,Not Reported
96391,201902278576,1,Not Reported
96392,201902278576,2,Not Reported
96393,201902278579,1,Not Reported
96394,201902278579,2,Not Reported
96395,201902278585,1,Not Reported
96396,201902278620,1,Not Reported
96397,201902278620,2,Not Reported
96398,201902278632,1,Not Reported
96399,201902278632,2,Not Reported
96400,201902278661,1,Not Reported
96401,201902278661,2,Not Reported
96402,201902278711,1,Not Reported
96403,201902278711,2,Not Reported
96404,201902278824,1,Not Reported
96405,201902278824,2,Not Reported
96406,201902278831,1,Not Reported
96407,201902278831,2,Not Reported
96408,201902278860,1,Not Reported
96409,201902278860,2,Not Reported
96410,201902278868,1,Not Reported
96411,201902278911,1,Not Reported
96412,201902279042,1,Not Reported
96413,201902279042,2,Not Reported
96414,201902279047,1,Distraction/Inattention
96415,201902279047,2,Not Reported
96416,201902279062,1,Not Reported
96417,201902279062,2,Distraction/Inattention
96418,201902279076,1,Distraction/Inattention
96419,201902279113,1,Not Reported
96420,201902279113,2,Not Reported
96421,201902279125,1,Distraction/Inattention
96422,201902279125,2,Not Reported
96423,201902279125,3,Not Reported
96424,201902279140,1,Distraction/Inattention
96425,201902279140,2,Not Reported
96426,201902279182,1,Not Reported
96427,201902279197,1,Not Reported
96428,201902279202,1,Not Reported
96429,201902279202,2,Not Reported
96430,201902279218,1,Not Reported
96431,201902279218,2,Not Reported
96432,201902279230,1,Distraction/Inattention
96433,201902279233,1,Not Reported
96434,201902279258,1,Not Reported
96435,201902279258,2,Distraction/Inattention
96436,201902279274,1,Distraction/Inattention
96437,201902279275,1,Not Reported
96438,201902279275,2,Not Reported
96439,201902279286,1,Not Reported
96440,201902279294,1,Distraction/Inattention
96441,201902279298,1,Not Reported
96442,201902279301,1,Not Reported
96443,201902279301,2,Not Reported
96444,201902279303,1,Not Reported
96445,201902279335,1,Not Reported
96446,201902279335,2,Not Reported
96447,201902279338,1,Not Reported
96448,201902279338,2,Not Reported
96449,201902279338,3,Not Reported
96450,201902279340,1,Not Reported
96451,201902279358,1,Not Reported
96452,201902279378,1,Distraction/Inattention
96453,201902279378,2,Distraction/Inattention
96454,201902279386,1,Not Reported
96455,201902279386,2,Not Reported
96456,201902279450,1,Distraction/Inattention
96457,201902279480,1,Not Reported
96458,201902279489,1,Reported as Unknown if Distracted
96459,201902279490,1,Not Reported
96460,201902279512,1,Not Reported
96461,201902279512,2,Not Reported
96462,201902279515,1,Not Reported
96463,201902279528,1,Not Reported
96464,201902279528,2,Not Reported
96465,201902279529,2,Not Reported
96466,201902279531,1,Distraction/Inattention
96467,201902279539,1,Not Reported
96468,201902279539,2,Not Reported
96469,201902279557,1,Not Reported
96470,201902279557,2,Not Reported
96471,201902279559,1,Not Reported
96472,201902279559,2,Not Reported
96473,201902279583,1,Not Reported
96474,201902279583,2,Not Reported
96475,201902279587,1,Not Reported
96476,201902279587,2,Not Reported
96477,201902279619,1,Not Reported
96478,201902279619,2,Not Reported
96479,201902279619,3,Not Reported
96480,201902279623,1,Not Reported
96481,201902279623,2,Not Reported
96482,201902279626,1,Not Reported
96483,201902279626,2,Not Reported
96484,201902279635,1,Not Reported
96485,201902279635,2,Not Reported
96486,201902279638,1,Not Reported
96487,201902279638,2,Not Reported
96488,201902279677,1,Not Reported
96489,201902279677,2,Not Reported
96490,201902279678,1,Distraction/Inattention
96491,201902279678,2,Not Reported
96492,201902279678,3,Not Reported
96493,201902279687,1,Not Reported
96494,201902279687,2,Not Reported
96495,201902279689,1,Distraction/Inattention
96496,201902279698,1,Not Reported
96497,201902279698,2,Not Reported
96498,201902279701,1,Not Reported
96499,201902279701,2,Distraction/Inattention
96500,201902279702,1,Distraction/Inattention
96501,201902279707,1,Not Reported
96502,201902279868,1,Not Reported
96503,201902279870,1,Not Reported
96504,201902279964,1,Distraction/Inattention
96505,201902279981,1,Not Reported
96506,201902279981,2,Not Reported
96507,201902280002,1,Distraction/Inattention
96508,201902280008,1,Not Reported
96509,201902280008,2,Distraction/Inattention
96510,201902281175,1,Distraction/Inattention
96511,201902281175,2,Not Reported
96512,201902281175,3,Not Reported
96513,201902281268,1,Not Reported
96514,201902281295,1,Distraction/Inattention
96515,201902281295,2,Not Reported
96516,201902281325,1,Distraction/Inattention
96517,201902281325,2,Not Reported
96518,201902281343,1,Not Reported
96519,201902281343,2,Not Reported
96520,201902281360,1,Distraction/Inattention
96521,201902281368,1,Not Reported
96522,201902281368,2,Not Reported
96523,201902281414,1,Distraction/Inattention
96524,201902281462,1,Not Reported
96525,201902281462,2,Not Reported
96526,201902281462,3,Not Reported
96527,201902281462,4,Not Reported
96528,201902281473,1,Not Reported
96529,201902281496,1,Not Reported
96530,201902281510,1,Not Reported
96531,201902281516,1,Not Reported
96532,201902281518,1,Not Reported
96533,201902281521,1,Not Reported
96534,201902281527,1,Not Reported
96535,201902281530,1,Not Reported
96536,201902281530,2,Not Reported
96537,201902281530,3,Not Reported
96538,201902281540,1,Not Reported
96539,201902281562,2,Not Reported
96540,201902281589,1,Not Reported
96541,201902281594,1,Not Reported
96542,201902281594,2,Not Reported
96543,201902281612,1,Not Reported
96544,201902281612,2,Not Reported
96545,201902281696,1,Not Reported
96546,201902281699,1,Not Reported
96547,201902281706,1,Not Reported
96548,201902281706,2,Not Reported
96549,201902281808,1,Not Distracted
96550,201902281809,1,Not Distracted
96551,201902281836,1,Reported as Unknown if Distracted
96552,201902281836,2,Not Distracted
96553,201902281854,1,Not Distracted
96554,201902281855,1,Not Distracted
96555,201902281887,1,Not Reported
96556,201902281887,2,Not Reported
96557,201902281892,1,Not Reported
96558,201902281892,2,Not Reported
96559,201902281904,2,Reported as Unknown if Distracted
96560,201902281905,1,Not Reported
96561,201902281905,2,Not Reported
96562,201902281942,2,Not Reported
96563,201902281944,1,Not Reported
96564,201902281944,2,Other Mobile Phone Related
96565,201902281953,1,Not Reported
96566,201902281953,2,Not Reported
96567,201902281955,1,Not Reported
96568,201902281955,2,Not Reported
96569,201902281958,1,"Distracted by Outside Person, Object or Event"
96570,201902281958,2,Not Reported
96571,201902281963,1,Not Reported
96572,201902281963,2,Not Reported
96573,201902281963,3,Not Reported
96574,201902281982,1,Not Reported
96575,201902281982,2,Not Reported
96576,201902281989,1,Not Reported
96577,201902281991,1,Not Reported
96578,201902281991,2,Not Reported
96579,201902284611,1,Not Reported
96580,201902284641,1,Not Reported
96581,201902284641,2,Not Reported
96582,201902284642,1,Not Distracted
96583,201902284645,1,Not Reported
96584,201902284648,1,Not Distracted
96585,201902284653,1,Not Distracted
96586,201902284653,2,Not Distracted
96587,201902284655,1,No Driver Present/Unknown if Driver present
96588,201902284658,1,Not Reported
96589,201902284676,1,Not Reported
96590,201902284676,2,Not Reported
96591,201902284679,1,Not Reported
96592,201902284679,2,Not Reported
96593,201902284688,1,Not Reported
96594,201902284688,2,Not Reported
96595,201902284703,1,Not Reported
96596,201902284703,2,Not Reported
96597,201902284705,1,Not Distracted
96598,201902284705,2,Not Distracted
96599,201902284722,1,"Distraction (Distracted), Details Unknown"
96600,201902284722,2,Not Reported
